playerName,seasonStartYear,salary,inflationAdjSalary
Robert Horry,2001,"$5,300,000","$8,089,824"
Loy Vaught,2001,"$5,222,025","$7,970,805"
Bobby Phills,2001,"$5,220,000","$7,967,714"
Bob Sura,2001,"$5,213,333","$7,957,537"
Doug Christie,2001,"$5,200,000","$7,937,186"
Chris Childs,2001,"$5,200,000","$7,937,186"
Eddie Robinson,2001,"$5,170,000","$7,891,395"
Bryon Russell,2001,"$5,142,857","$7,849,964"
Charlie Ward,2001,"$5,110,000","$7,799,812"
Tariq Abdul-Wahad,2001,"$5,062,500","$7,727,308"
Hakeem Olajuwon,2001,"$5,061,539","$7,725,842"
Walt Williams,2001,"$5,000,000","$7,631,910"
Predrag Stojakovic,2001,"$5,000,000","$7,631,910"
Jerome Williams,2001,"$5,000,000","$7,631,910"
Jason Caffey,2001,"$4,812,500","$7,345,713"
Howard Eisley,2001,"$4,781,250","$7,298,014"
Vitaly Potapenko,2001,"$4,762,500","$7,269,394"
Rod Strickland,2001,"$4,750,000","$7,250,314"
Ben Wallace,2001,"$4,700,000","$7,173,995"
Brent Barry,2001,"$4,680,000","$7,143,467"
Michael Olowokandi,2001,"$4,662,472","$7,116,713"
Scott Williams,2001,"$4,650,000","$7,097,676"
Danny Fortson,2001,"$4,649,534","$7,096,965"
Clarence Weatherspoon,2001,"$4,638,000","$7,079,359"
Calvin Booth,2001,"$4,539,000","$6,928,248"
Todd MacCulloch,2001,"$4,538,000","$6,926,721"
Avery Johnson,2001,"$4,538,000","$6,926,721"
Anthony Mason,2001,"$4,538,000","$6,926,721"
Joe Smith,2001,"$4,538,000","$6,926,721"
Ruben Patterson,2001,"$4,538,000","$6,926,721"
Nazr Mohammed,2001,"$4,500,000","$6,868,719"
Shawn Bradley,2001,"$4,500,000","$6,868,719"
Brevin Knight,2001,"$4,500,000","$6,868,719"
Christian Laettner,2001,"$4,500,000","$6,868,719"
Eric Williams,2001,"$4,448,000","$6,789,347"
Cuttino Mobley,2001,"$4,413,375","$6,736,496"
Kurt Thomas,2001,"$4,413,375","$6,736,496"
Rashard Lewis,2001,"$4,413,375","$6,736,496"
Jahidi White,2001,"$4,413,375","$6,736,496"
Brad Miller,2001,"$4,400,000","$6,716,080"
Adonal Foyle,2001,"$4,400,000","$6,716,080"
Sam Cassell,2001,"$4,350,000","$6,639,761"
Scot Pollard,2001,"$4,344,187","$6,630,888"
Voshon Lenard,2001,"$4,252,435","$6,490,840"
Mike Bibby,2001,"$4,174,893","$6,372,481"
Darrell Armstrong,2001,"$4,005,000","$6,113,160"
Corliss Williamson,2001,"$4,000,000","$6,105,528"
Aaron McKie,2001,"$4,000,000","$6,105,528"
Elton Brand,2001,"$3,882,360","$5,925,964"
Derek Strong,2001,"$3,861,000","$5,893,360"
Mark Jackson,2001,"$3,860,000","$5,891,834"
Rex Chapman,2001,"$3,850,000","$5,876,570"
Michael Stewart,2001,"$3,840,000","$5,861,306"
Kenyon Martin,2001,"$3,801,960","$5,803,243"
Rick Fox,2001,"$3,791,250","$5,786,895"
Raef LaFrentz,2001,"$3,755,142","$5,731,781"
Lamond Murray,2001,"$3,750,000","$5,723,932"
Eric Snow,2001,"$3,750,000","$5,723,932"
Kwame Brown,2001,"$3,697,440","$5,643,705"
Brent Price,2001,"$3,680,000","$5,617,085"
Ervin Johnson,2001,"$3,670,929","$5,603,240"
Tony Battie,2001,"$3,600,000","$5,494,975"
Moochie Norris,2001,"$3,600,000","$5,494,975"
Travis Knight,2001,"$3,600,000","$5,494,975"
Jud Buechler,2001,"$3,600,000","$5,494,975"
Zeljko Rebraca,2001,"$3,500,000","$5,342,337"
Steve Francis,2001,"$3,473,520","$5,301,918"
Lindsey Hunter,2001,"$3,425,760","$5,229,018"
Stromile Swift,2001,"$3,401,640","$5,192,202"
Tracy Murray,2001,"$3,400,000","$5,189,698"
Antawn Jamison,2001,"$3,388,176","$5,171,650"
Travis Best,2001,"$3,375,000","$5,151,539"
Tim Hardaway,2001,"$3,360,390","$5,129,238"
Tyson Chandler,2001,"$3,308,160","$5,049,515"
Chucky Atkins,2001,"$3,300,000","$5,037,060"
Tyrone Nesby,2001,"$3,260,000","$4,976,005"
Marc Jackson,2001,"$3,250,000","$4,960,741"
Anthony Carter,2001,"$3,250,000","$4,960,741"
David Wesley,2001,"$3,240,000","$4,945,477"
Dean Garrett,2001,"$3,240,000","$4,945,477"
Jon Barry,2001,"$3,175,000","$4,846,262"
Walter McCarty,2001,"$3,125,000","$4,769,943"
Baron Davis,2001,"$3,119,400","$4,761,396"
Vince Carter,2001,"$3,073,032","$4,690,620"
Darius Miles,2001,"$3,054,840","$4,662,852"
Evan Eschmeyer,2001,"$3,038,000","$4,637,148"
Lawrence Funderburke,2001,"$3,025,000","$4,617,305"
Jaren Jackson Jr,2001,"$3,020,834","$4,610,946"
Greg Anthony,2001,"$3,000,000","$4,579,146"
Cedric Henderson,2001,"$3,000,000","$4,579,146"
Kevin Willis,2001,"$3,000,000","$4,579,146"
Eric Piatkowski,2001,"$3,000,000","$4,579,146"
Derek Fisher,2001,"$3,000,000","$4,579,146"
LaPhonso Ellis,2001,"$3,000,000","$4,579,146"
Antonio Daniels,2001,"$3,000,000","$4,579,146"
Anthony Peeler,2001,"$2,978,500","$4,546,328"
Pau Gasol,2001,"$2,970,840","$4,534,636"
Andrew DeClercq,2001,"$2,900,000","$4,426,507"
Lamar Odom,2001,"$2,812,320","$4,292,674"
Robert Traylor,2001,"$2,793,505","$4,263,955"
Marcus Fizer,2001,"$2,754,120","$4,203,839"
Chris Whitney,2001,"$2,700,000","$4,121,231"
Eddy Curry,2001,"$2,678,400","$4,088,261"
Johnny Newman,2001,"$2,675,000","$4,083,071"
John Wallace,2001,"$2,630,000","$4,014,384"
Jason Williams,2001,"$2,554,072","$3,898,489"
Jonathan Bender,2001,"$2,546,760","$3,887,328"
Matt Maloney,2001,"$2,543,750","$3,882,734"
Mikki Moore,2001,"$2,531,250","$3,863,654"
Chris Gatling,2001,"$2,504,227","$3,822,407"
Chris Crawford,2001,"$2,500,000","$3,815,955"
Mike Miller,2001,"$2,494,080","$3,806,918"
Eric Montross,2001,"$2,480,000","$3,785,427"
Randy Brown,2001,"$2,475,000","$3,777,795"
Aaron Williams,2001,"$2,475,000","$3,777,795"
Chauncey Billups,2001,"$2,475,000","$3,777,795"
Othella Harrington,2001,"$2,475,000","$3,777,795"
Tony Delk,2001,"$2,475,000","$3,777,795"
Bobby Jackson,2001,"$2,475,000","$3,777,795"
John Starks,2001,"$2,475,000","$3,777,795"
Jason Richardson,2001,"$2,425,440","$3,702,148"
Horace Grant,2001,"$2,419,580","$3,693,203"
Hubert Davis,2001,"$2,418,750","$3,691,936"
Steve Kerr,2001,"$2,406,250","$3,672,856"
Jamie Feick,2001,"$2,400,000","$3,663,316"
Lucious Harris,2001,"$2,400,000","$3,663,316"
George Lynch,2001,"$2,400,000","$3,663,316"
Stacey Augmon,2001,"$2,400,000","$3,663,316"
Calbert Cheaney,2001,"$2,400,000","$3,663,316"
George McCloud,2001,"$2,400,000","$3,663,316"
Michael Curry,2001,"$2,400,000","$3,663,316"
Sean Rooks,2001,"$2,400,000","$3,663,316"
Grant Long,2001,"$2,400,000","$3,663,316"
Rodney Rogers,2001,"$2,400,000","$3,663,316"
Terry Porter,2001,"$2,400,000","$3,663,316"
Michael Smith,2001,"$2,400,000","$3,663,316"
Larry Hughes,2001,"$2,343,635","$3,577,282"
Wally Szczerbiak,2001,"$2,313,240","$3,530,887"
Malik Rose,2001,"$2,285,000","$3,487,782"
Vinny Del Negro,2001,"$2,275,000","$3,472,519"
DerMarr Johnson,2001,"$2,265,240","$3,457,621"
Shane Battier,2001,"$2,203,080","$3,362,741"
Bimbo Coles,2001,"$2,200,000","$3,358,040"
John Amaechi,2001,"$2,175,000","$3,319,880"
Dirk Nowitzki,2001,"$2,157,595","$3,293,314"
Patrick Ewing,2001,"$2,118,420","$3,233,518"
Richard Hamilton,2001,"$2,111,640","$3,223,169"
Dell Curry,2001,"$2,100,000","$3,205,402"
Chris Mihm,2001,"$2,067,960","$3,156,496"
Paul Pierce,2001,"$2,051,271","$3,131,023"
Bonzi Wells,2001,"$2,028,239","$3,095,867"
Eddie Griffin,2001,"$2,011,080","$3,069,676"
Michael Doleac,2001,"$2,000,856","$3,054,070"
Bryant Stith,2001,"$2,000,000","$3,052,764"
Cory Alexander,2001,"$1,995,741","$3,046,263"
Keon Clark,2001,"$1,971,163","$3,008,747"
Michael Dickerson,2001,"$1,940,702","$2,962,252"
Andre Miller,2001,"$1,934,520","$2,952,816"
Matt Harpring,2001,"$1,908,401","$2,912,948"
Jamal Crawford,2001,"$1,894,560","$2,891,822"
Lorenzo Williams,2001,"$1,880,000","$2,869,598"
DeSagana Diop,2001,"$1,842,480","$2,812,328"
Tom Hammonds,2001,"$1,800,000","$2,747,487"
Shawn Marion,2001,"$1,778,160","$2,714,151"
Greg Foster,2001,"$1,764,247","$2,692,914"
Darvin Ham,2001,"$1,760,000","$2,686,432"
Shammond Williams,2001,"$1,750,000","$2,671,168"
Joel Przybilla,2001,"$1,741,440","$2,658,102"
Radoslav Nesterovic,2001,"$1,725,788","$2,634,211"
Tyronn Lue,2001,"$1,700,000","$2,594,849"
Rodney White,2001,"$1,693,560","$2,585,019"
Jason Terry,2001,"$1,689,360","$2,578,608"
Keyon Dooling,2001,"$1,654,320","$2,525,124"
Tony Massenburg,2001,"$1,650,000","$2,518,530"
Corie Blount,2001,"$1,609,235","$2,456,307"
Joe Johnson,2001,"$1,608,840","$2,455,704"
Trajan Langdon,2001,"$1,604,880","$2,449,659"
Fred Hoiberg,2001,"$1,600,000","$2,442,211"
Dana Barros,2001,"$1,600,000","$2,442,211"
Jerome Moiso,2001,"$1,571,640","$2,398,923"
Pat Garrity,2001,"$1,569,691","$2,395,948"
Kendall Gill,2001,"$1,538,000","$2,347,575"
Kedrick Brown,2001,"$1,528,440","$2,332,983"
Aleksandar Radojevic,2001,"$1,524,600","$2,327,122"
Muggsy Bogues,2001,"$1,520,860","$2,321,413"
Roshown McLeod,2001,"$1,509,001","$2,303,311"
Danny Manning,2001,"$1,500,000","$2,289,573"
Popeye Jones,2001,"$1,500,000","$2,289,573"
Ricky Davis,2001,"$1,496,400","$2,284,078"
Etan Thomas,2001,"$1,493,040","$2,278,949"
Brian Skinner,2001,"$1,483,461","$2,264,328"
Vladimir Radmanovic,2001,"$1,452,000","$2,216,306"
Corey Maggette,2001,"$1,448,400","$2,210,811"
Al Harrington,2001,"$1,436,982","$2,193,383"
Courtney Alexander,2001,"$1,418,400","$2,165,020"
Samaki Walker,2001,"$1,400,000","$2,136,934"
Richard Jefferson,2001,"$1,379,400","$2,105,491"
William Avery,2001,"$1,375,920","$2,100,179"
Mateen Cleaves,2001,"$1,347,480","$2,056,769"
Will Perdue,2001,"$1,320,000","$2,014,824"
Troy Murphy,2001,"$1,310,400","$2,000,171"
Bryce Drew,2001,"$1,300,000","$1,984,296"
Matt Bullard,2001,"$1,300,000","$1,984,296"
Eldridge Recasner,2001,"$1,300,000","$1,984,296"
Jason Collier,2001,"$1,280,040","$1,953,830"
Steven Hunter,2001,"$1,244,880","$1,900,162"
Metta World Peace,2001,"$1,241,760","$1,895,400"
Hidayet Turkoglu,2001,"$1,216,080","$1,856,202"
Greg Buckner,2001,"$1,200,000","$1,831,658"
Kirk Haston,2001,"$1,182,600","$1,805,099"
Cal Bowdler,2001,"$1,179,720","$1,800,703"
Desmond Mason,2001,"$1,155,240","$1,763,337"
Michael Bradley,2001,"$1,123,560","$1,714,981"
James Posey,2001,"$1,120,680","$1,710,585"
Quentin Richardson,2001,"$1,097,520","$1,675,234"
Quincy Lewis,2001,"$1,070,280","$1,633,656"
Jason Collins,2001,"$1,067,400","$1,629,260"
Jamaal Magloire,2001,"$1,048,080","$1,599,770"
Dion Glover,2001,"$1,027,440","$1,568,265"
Zach Randolph,2001,"$1,019,280","$1,555,810"
Michael Ruffin,2001,"$1,009,147","$1,540,343"
Speedy Claxton,2001,"$1,006,200","$1,535,845"
Sam Mitchell,2001,"$1,000,000","$1,526,382"
Felton Spencer,2001,"$1,000,000","$1,526,382"
Don Reid,2001,"$1,000,000","$1,526,382"
Dan Majerle,2001,"$1,000,000","$1,526,382"
Danny Ferry,2001,"$1,000,000","$1,526,382"
Mark Bryant,2001,"$1,000,000","$1,526,382"
John Crotty,2001,"$1,000,000","$1,526,382"
Michael Jordan,2001,"$1,000,000","$1,526,382"
Jeff Foster,2001,"$986,400","$1,505,623"
Brendan Haywood,2001,"$978,600","$1,493,717"
Morris Peterson,2001,"$966,000","$1,474,485"
Don MacLean,2001,"$965,850","$1,474,256"
Brian Shaw,2001,"$963,415","$1,470,539"
Kenny Thomas,2001,"$946,920","$1,445,361"
Tim James,2001,"$943,252","$1,439,762"
Joseph Forte,2001,"$939,360","$1,433,822"
Donnell Harvey,2001,"$927,360","$1,415,505"
Jeryl Sasser,2001,"$901,800","$1,376,491"
DeShawn Stevenson,2001,"$890,280","$1,358,907"
Brandon Armstrong,2001,"$865,800","$1,321,541"
Dalibor Bagaric,2001,"$854,640","$1,304,507"
Devean George,2001,"$834,250","$1,273,384"
Andrei Kirilenko,2001,"$831,120","$1,268,606"
Iakovos Tsakalidis,2001,"$820,400","$1,252,243"
Vonteego Cummings,2001,"$810,000","$1,236,369"
Gerald Wallace,2001,"$797,880","$1,217,869"
Mamadou N'diaye,2001,"$793,200","$1,210,726"
Jim Jackson,2001,"$789,170","$1,204,574"
Jumaine Jones,2001,"$786,600","$1,200,652"
Scott Padgett,2001,"$781,680","$1,193,142"
Darrick Martin,2001,"$778,350","$1,188,059"
Carlos Rogers,2001,"$778,350","$1,188,059"
Monty Williams,2001,"$778,350","$1,188,059"
Samuel Dalembert,2001,"$771,480","$1,177,573"
Mark Madsen,2001,"$759,960","$1,159,989"
Jamaal Tinsley,2001,"$749,160","$1,143,504"
Primoz Brezec,2001,"$749,160","$1,143,504"
Tony Parker,2001,"$744,480","$1,136,360"
Emanual Davis,2001,"$715,850","$1,092,660"
Mark Strickland,2001,"$715,850","$1,092,660"
Gary Trent,2001,"$715,850","$1,092,660"
Larry Robinson,2001,"$715,850","$1,092,660"
Antonio Harvey,2001,"$715,850","$1,092,660"
Mitchell Butler,2001,"$715,850","$1,092,660"
Bruce Bowen,2001,"$715,850","$1,092,660"
Cherokee Parks,2001,"$715,850","$1,092,660"
Milt Palacio,2001,"$690,000","$1,053,203"
Victor Alexander,2001,"$653,350","$997,261"
Earl Boykins,2001,"$650,000","$992,148"
Reggie Slater,2001,"$646,011","$986,059"
Erick Barkley,2001,"$638,000","$973,831"
Erick Strickland,2001,"$637,415","$972,938"
Ryan Bowen,2001,"$630,850","$962,918"
Laron Profit,2001,"$630,850","$962,918"
Rafer Alston,2001,"$625,000","$953,988"
Harold Jamison,2001,"$600,000","$915,829"
Jacque Vaughn,2001,"$590,850","$901,862"
Kevin Ollie,2001,"$590,850","$901,862"
Shawnelle Scott,2001,"$590,850","$901,862"
Jeff McInnis,2001,"$590,850","$901,862"
Mark Pope,2001,"$590,850","$901,862"
Troy Hudson,2001,"$590,850","$901,862"
Rick Brunson,2001,"$590,850","$901,862"
Stephen Jackson,2001,"$590,850","$901,862"
Adrian Griffin,2001,"$565,850","$863,703"
Damon Jones,2001,"$565,850","$863,703"
Bruno Sundov,2001,"$565,850","$863,703"
Jelani McCoy,2001,"$565,850","$863,703"
Sean Marks,2001,"$565,850","$863,703"
Vladimir Stepania,2001,"$565,850","$863,703"
Felipe Lopez,2001,"$565,850","$863,703"
Ruben Wolkowyski,2001,"$545,385","$832,465"
Mark Blount,2001,"$540,850","$825,543"
Derrick Dial,2001,"$540,850","$825,543"
Obinna Ekezie,2001,"$540,850","$825,543"
Raja Bell,2001,"$540,850","$825,543"
Charles Smith,2001,"$540,850","$825,543"
Leon Smith,2001,"$517,360","$789,689"
Rodney Buford,2001,"$481,488","$734,934"
Predrag Drobnjak,2001,"$478,558","$730,462"
Vernon Maxwell,2001,"$473,000","$721,978"
Hanno Mottola,2001,"$465,850","$711,065"
Steve Goodrich,2001,"$465,850","$711,065"
Lee Nailon,2001,"$465,850","$711,065"
Chris Porter,2001,"$465,850","$711,065"
AJ Guyton,2001,"$465,850","$711,065"
Soumaila Samake,2001,"$465,850","$711,065"
Eduardo Najera,2001,"$465,850","$711,065"
Khalid El-Amin,2001,"$465,850","$711,065"
Wang Zhizhi,2001,"$465,850","$711,065"
Zendon Hamilton,2001,"$465,850","$711,065"
Brian Cardinal,2001,"$465,850","$711,065"
Dan Langhi,2001,"$465,850","$711,065"
Stanislav Medvedenko,2001,"$465,850","$711,065"
Eddie House,2001,"$465,850","$711,065"
Jason Hart,2001,"$465,850","$711,065"
Michael Redd,2001,"$465,850","$711,065"
Lavor Postell,2001,"$465,850","$711,065"
Art Long,2001,"$465,850","$711,065"
Jerome James,2001,"$465,850","$711,065"
Olumide Oyedeji,2001,"$465,850","$711,065"
Daniel Santiago,2001,"$465,850","$711,065"
Jake Voskuhl,2001,"$465,850","$711,065"
Jabari Smith,2001,"$465,850","$711,065"
Amal McCaskill,2001,"$465,850","$711,065"
Terence Morris,2001,"$420,000","$641,080"
Brian Scalabrine,2001,"$332,817","$508,005"
Trenton Hassell,2001,"$332,817","$508,005"
Jeff Trepagnier,2001,"$332,817","$508,005"
Kenny Satterfield,2001,"$332,817","$508,005"
Ratko Varda,2001,"$332,817","$508,005"
Dean Oliver,2001,"$332,817","$508,005"
Gilbert Arenas,2001,"$332,817","$508,005"
Oscar Torres,2001,"$332,817","$508,005"
Tierre Brown,2001,"$332,817","$508,005"
Jamison Brewer,2001,"$332,817","$508,005"
Norm Richardson,2001,"$332,817","$508,005"
Antonis Fotsis,2001,"$332,817","$508,005"
Willie Solomon,2001,"$332,817","$508,005"
Ernest Brown,2001,"$332,817","$508,005"
Malik Allen,2001,"$332,817","$508,005"
Loren Woods,2001,"$332,817","$508,005"
Maurice Evans,2001,"$332,817","$508,005"
Earl Watson,2001,"$332,817","$508,005"
Alvin Jones,2001,"$332,817","$508,005"
Damone Brown,2001,"$332,817","$508,005"
Alton Ford,2001,"$332,817","$508,005"
Ruben Boumtje-Boumtje,2001,"$332,817","$508,005"
Carlos Arroyo,2001,"$332,817","$508,005"
Jarron Collins,2001,"$332,817","$508,005"
Bobby Simmons,2001,"$332,817","$508,005"
Omar Cook,2001,"$292,230","$446,054"
Chris Andersen,2001,"$288,171","$439,859"
Sam Mack,2001,"$174,598","$266,503"
Isaiah Rider,2001,"$112,797","$172,171"
Charlie Bell,2001,"$89,292","$136,293"
Tang Hamilton,2001,"$60,881","$92,927"
Joe Crispin,2001,"$48,705","$74,342"
Mike Penberthy,2001,"$28,405","$43,356"
Dickey Simpkins,2001,"$26,190","$39,975"
Kevin Garnett,2002,"$25,200,000","$38,058,583"
Shaquille O'Neal,2002,"$23,571,429","$35,599,015"
Alonzo Mourning,2002,"$20,629,800","$31,156,387"
Juwan Howard,2002,"$20,625,000","$31,149,138"
Scottie Pippen,2002,"$19,727,524","$29,793,715"
Karl Malone,2002,"$19,250,000","$29,072,529"
Rasheed Wallace,2002,"$16,200,000","$24,466,232"
Dikembe Mutombo,2002,"$16,105,264","$24,323,156"
Allan Houston,2002,"$14,343,750","$21,662,809"
Chris Webber,2002,"$14,343,750","$21,662,809"
Shawn Kemp,2002,"$13,651,028","$20,616,618"
Bryant Reeves,2002,"$12,999,998","$19,633,393"
Gary Payton,2002,"$12,636,117","$19,083,837"
Antonio McDyess,2002,"$12,600,000","$19,029,291"
Shareef Abdur-Rahim,2002,"$12,375,000","$18,689,483"
Antoine Walker,2002,"$12,375,000","$18,689,483"
Vin Baker,2002,"$12,375,000","$18,689,483"
Zydrunas Ilgauskas,2002,"$12,375,000","$18,689,483"
Kobe Bryant,2002,"$12,375,000","$18,689,483"
Ray Allen,2002,"$12,375,000","$18,689,483"
Latrell Sprewell,2002,"$12,375,000","$18,689,483"
Allen Iverson,2002,"$12,375,000","$18,689,483"
Anfernee Hardaway,2002,"$12,375,000","$18,689,483"
Stephon Marbury,2002,"$12,375,000","$18,689,483"
Damon Stoudamire,2002,"$12,375,000","$18,689,483"
Jalen Rose,2002,"$12,072,500","$18,232,629"
Grant Hill,2002,"$12,072,500","$18,232,629"
Tracy McGrady,2002,"$12,072,500","$18,232,629"
Keith Van Horn,2002,"$12,072,500","$18,232,629"
Tim Duncan,2002,"$12,072,500","$18,232,629"
Reggie Miller,2002,"$12,046,473","$18,193,321"
Antonio Davis,2002,"$12,000,000","$18,123,135"
Michael Finley,2002,"$11,953,125","$18,052,341"
Vlade Divac,2002,"$11,248,076","$16,987,533"
Eddie Jones,2002,"$11,212,500","$16,933,804"
Nick Van Exel,2002,"$11,061,234","$16,705,353"
Brian Grant,2002,"$11,027,862","$16,654,952"
Tom Gugliotta,2002,"$10,892,000","$16,449,765"
Tim Thomas,2002,"$10,750,000","$16,235,308"
David Robinson,2002,"$10,500,000","$15,857,743"
Terrell Brandon,2002,"$10,175,000","$15,366,908"
Paul Pierce,2002,"$10,067,750","$15,204,932"
Dirk Nowitzki,2002,"$10,067,750","$15,204,932"
Antawn Jamison,2002,"$10,067,750","$15,204,932"
Vince Carter,2002,"$10,067,750","$15,204,932"
Steve Smith,2002,"$9,900,000","$14,951,586"
Glenn Robinson,2002,"$9,860,000","$14,891,175"
Larry Johnson,2002,"$9,610,714","$14,514,688"
Derrick Coleman,2002,"$9,380,000","$14,166,250"
Theo Ratliff,2002,"$9,375,000","$14,158,699"
Jason Kidd,2002,"$9,265,000","$13,992,570"
Glen Rice,2002,"$9,200,000","$13,894,403"
Kenny Anderson,2002,"$9,185,000","$13,871,749"
Kerry Kittles,2002,"$8,966,667","$13,542,009"
Matt Geiger,2002,"$8,768,480","$13,242,695"
Mike Bibby,2002,"$8,500,000","$12,837,220"
Clifford Robinson,2002,"$8,421,875","$12,719,231"
Dale Davis,2002,"$8,055,000","$12,165,154"
Toni Kukoc,2002,"$8,050,000","$12,157,603"
Elden Campbell,2002,"$8,050,000","$12,157,603"
John Stockton,2002,"$7,875,000","$11,893,307"
Greg Ostertag,2002,"$7,799,996","$11,780,031"
Jamal Mashburn,2002,"$7,750,000","$11,704,524"
Raef LaFrentz,2002,"$7,270,000","$10,979,599"
Maurice Taylor,2002,"$7,150,000","$10,798,367"
Derek Anderson,2002,"$7,144,500","$10,790,061"
Alan Henderson,2002,"$7,091,250","$10,709,640"
PJ Brown,2002,"$7,044,800","$10,639,488"
Wesley Person,2002,"$7,000,000","$10,571,828"
Austin Croshere,2002,"$6,960,000","$10,511,418"
Jermaine O'Neal,2002,"$6,900,000","$10,420,802"
Luc Longley,2002,"$6,900,000","$10,420,802"
Erick Dampier,2002,"$6,858,500","$10,358,126"
Arvydas Sabonis,2002,"$6,850,000","$10,345,289"
Marcus Camby,2002,"$6,750,000","$10,194,263"
Ron Mercer,2002,"$6,750,000","$10,194,263"
Kelvin Cato,2002,"$6,696,000","$10,112,709"
Tyrone Hill,2002,"$6,600,000","$9,967,724"
Bo Outlaw,2002,"$6,585,000","$9,945,070"
Jerry Stackhouse,2002,"$6,375,000","$9,627,915"
Bonzi Wells,2002,"$6,300,000","$9,514,645"
Doug Christie,2002,"$6,250,000","$9,439,132"
Rashard Lewis,2002,"$6,233,766","$9,414,615"
Nick Anderson,2002,"$6,101,906","$9,215,472"
Shandon Anderson,2002,"$6,100,000","$9,212,593"
Michael Olowokandi,2002,"$6,061,213","$9,154,015"
Lorenzen Wright,2002,"$6,050,000","$9,137,080"
Chris Mills,2002,"$6,000,000","$9,061,567"
Steve Nash,2002,"$5,750,000","$8,684,002"
Hakeem Olajuwon,2002,"$5,694,231","$8,599,776"
Eddie Robinson,2002,"$5,687,000","$8,588,855"
Bob Sura,2002,"$5,639,999","$8,517,871"
Tariq Abdul-Wahad,2002,"$5,625,000","$8,495,219"
Predrag Stojakovic,2002,"$5,625,000","$8,495,219"
Charlie Ward,2002,"$5,570,000","$8,412,155"
Jason Williams,2002,"$5,500,000","$8,306,436"
Michael Dickerson,2002,"$5,500,000","$8,306,436"
Loy Vaught,2002,"$5,364,964","$8,102,497"
Alvin Williams,2002,"$5,350,000","$8,079,897"
Howard Eisley,2002,"$5,312,500","$8,023,262"
Robert Horry,2002,"$5,300,000","$8,004,384"
Jason Caffey,2002,"$5,250,000","$7,928,871"
Jerome Williams,2002,"$5,250,000","$7,928,871"
Vitaly Potapenko,2002,"$5,238,750","$7,911,881"
Ben Wallace,2002,"$5,200,000","$7,853,358"
Donyell Marshall,2002,"$5,186,542","$7,833,033"
Christian Laettner,2002,"$5,062,500","$7,645,697"
Al Harrington,2002,"$5,060,000","$7,641,921"
Brent Barry,2002,"$5,040,000","$7,611,716"
Danny Fortson,2002,"$5,039,068","$7,610,309"
Eric Williams,2002,"$5,004,000","$7,557,347"
Brevin Knight,2002,"$5,000,000","$7,551,306"
Calvin Booth,2002,"$4,992,900","$7,540,583"
Avery Johnson,2002,"$4,991,800","$7,538,922"
Joe Smith,2002,"$4,991,800","$7,538,922"
Clarence Weatherspoon,2002,"$4,991,800","$7,538,922"
Todd MacCulloch,2002,"$4,991,800","$7,538,922"
Ruben Patterson,2002,"$4,991,800","$7,538,922"
Cuttino Mobley,2002,"$4,903,750","$7,405,943"
Kurt Thomas,2002,"$4,903,750","$7,405,943"
Jahidi White,2002,"$4,903,750","$7,405,943"
Elton Brand,2002,"$4,895,656","$7,393,719"
Sam Cassell,2002,"$4,850,000","$7,324,767"
Scot Pollard,2002,"$4,826,874","$7,289,840"
Brad Miller,2002,"$4,800,000","$7,249,254"
Nazr Mohammed,2002,"$4,750,000","$7,173,740"
Ricky Davis,2002,"$4,546,000","$6,865,647"
Chauncey Billups,2002,"$4,546,000","$6,865,647"
Devean George,2002,"$4,546,000","$6,865,647"
Jerome James,2002,"$4,546,000","$6,865,647"
Keon Clark,2002,"$4,546,000","$6,865,647"
Danny Ferry,2002,"$4,546,000","$6,865,647"
Larry Hughes,2002,"$4,546,000","$6,865,647"
Mark Jackson,2002,"$4,530,000","$6,841,483"
Corliss Williamson,2002,"$4,500,000","$6,796,175"
Aaron McKie,2002,"$4,500,000","$6,796,175"
Jim McIlvaine,2002,"$4,400,000","$6,645,149"
Adonal Foyle,2002,"$4,400,000","$6,645,149"
Steve Francis,2002,"$4,383,581","$6,620,352"
Anthony Mason,2002,"$4,370,819","$6,601,078"
Malik Rose,2002,"$4,370,000","$6,599,841"
Rick Fox,2002,"$4,340,231","$6,554,882"
Derek Strong,2002,"$4,212,000","$6,361,220"
Michael Stewart,2002,"$4,160,000","$6,282,686"
Eric Snow,2002,"$4,125,000","$6,229,827"
Lamond Murray,2002,"$4,125,000","$6,229,827"
Kenyon Martin,2002,"$4,067,160","$6,142,474"
Brent Price,2002,"$4,048,000","$6,113,537"
Darrell Armstrong,2002,"$4,010,000","$6,056,147"
Tony Battie,2002,"$4,000,000","$6,041,045"
Shawn Bradley,2002,"$4,000,000","$6,041,045"
Travis Knight,2002,"$4,000,000","$6,041,045"
Matt Harpring,2002,"$4,000,000","$6,041,045"
Ervin Johnson,2002,"$3,998,679","$6,039,049"
Kwame Brown,2002,"$3,974,760","$6,002,926"
Baron Davis,2002,"$3,942,922","$5,954,842"
Lindsey Hunter,2002,"$3,870,912","$5,846,088"
Yao Ming,2002,"$3,858,240","$5,826,950"
Zeljko Rebraca,2002,"$3,850,000","$5,814,505"
Tracy Murray,2002,"$3,740,000","$5,648,377"
Anthony Carter,2002,"$3,656,250","$5,521,892"
Stromile Swift,2002,"$3,639,000","$5,495,840"
Chucky Atkins,2002,"$3,600,000","$5,436,940"
David Wesley,2002,"$3,600,000","$5,436,940"
